mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
49	49	72	72	0.0	0	0	Spanner	3/8	3	1	0																11
49	49	72	72	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	514												11
49	49	289/4	289/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	515												11
49	49	145/2	145/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	516												11
49	49	291/4	291/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	517												11
49	49	73	73	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	518												11
49	49	293/4	293/4	0.0	5/16	5/16	Dynamic	3/8	3	1	0						mp										11
49	49	293/4	293/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	519												11
50	50	147/2	147/2	0.0	0	0	Dynamic	3/8	1	1	0						mf										
50	50	147/2	147/2	0.0	0	0	Spanner	3/8	1	1	0																
50	50	147/2	147/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	520	Flü-											
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	521	-gel											
50	50	147/2	147/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	522												
50	50	295/4	295/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	523												
50	50	74	74	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	524												
50	50	297/4	297/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	525												
50	50	149/2	149/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	526												
50	50	299/4	299/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	527												
50	50	147/2	147/2	0.0	0	0	Dynamic	3/8	3	1	0						p										
50	50	147/2	147/2	0.0	0	0	Spanner	3/8	3	1	0																
50	50	147/2	147/2	0.0	0	0	Spanner	3/8	3	1	0																12
50	50	147/2	147/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	528												12
50	50	295/4	295/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	529												12
50	50	74	74	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	530												12
50	50	297/4	297/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	531												12
50	50	149/2	149/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	532												12
50	50	299/4	299/4	0.0	5/16	5/16	Dynamic	3/8	3	1	0						mp										12
50	50	299/4	299/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	533												12
51	51	75	75	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	534	aus,											
51	51	75	75	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	535												
51	51	301/4	301/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	536												
51	51	151/2	151/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	537												
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	538												
51	51	76	76	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	539												
51	51	305/4	305/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	540												
51	51	75	75	0.0	0	0	Dynamic	3/8	3	1	0						p										
51	51	75	75	0.0	0	0	Spanner	3/8	3	1	0																
51	51	75	75	0.0	0	0	Spanner	3/8	3	1	0																13
51	51	75	75	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	541												13
51	51	301/4	301/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	542												13
51	51	151/2	151/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	543												13
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	544												13
51	51	76	76	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	545												13
51	51	305/4	305/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	546												13
52	52	153/2	153/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	547												
52	52	153/2	153/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	548												
52	52	307/4	307/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	549												
52	52	77	77	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	550												
52	52	309/4	309/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	551												
52	52	155/2	155/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	552												
52	52	311/4	311/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	553												
52	52	153/2	153/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	554												13
52	52	307/4	307/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	555												13
52	52	77	77	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	556												13
52	52	309/4	309/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	557												13
52	52	155/2	155/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	558												13
52	52	311/4	311/4	0.0	5/16	5/16	Dynamic	3/8	3	1	0						mp										13
52	52	311/4	311/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	559												13
53	53	78	78	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	560	flog											
53	53	157/2	157/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	561	durch											
53	53	317/4	317/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	562	die											
53	53	78	78	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	563												
53	53	313/4	313/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	564												
53	53	157/2	157/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	565												
53	53	315/4	315/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	566												
53	53	79	79	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	567												
53	53	317/4	317/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	568												
53	53	78	78	0.0	0	0	Spanner	3/8	3	1	0																
53	53	78	78	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	569												
53	53	313/4	313/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	570												
53	53	157/2	157/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	571												
53	53	315/4	315/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	572												
53	53	79	79	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	573												
53	53	317/4	317/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	574												
53	53	78	78	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	575												
54	54	159/2	159/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	576	stil-									30		
54	54	80	80	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	577										30		
54	54	321/4	321/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	578										30		
54	54	161/2	161/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	579												
54	54	323/4	323/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	580	-len											
54	54	159/2	159/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	581												
54	54	319/4	319/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	582												
54	54	80	80	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	583												
54	54	321/4	321/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	584												
54	54	161/2	161/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	585												
54	54	323/4	323/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	586												
54	54	159/2	159/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	587												
54	54	319/4	319/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	588												
54	54	80	80	0.0	1/8	1/8	Spanner	3/8	3	1	0																14
54	54	80	80	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	589												14
54	54	321/4	321/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	590												14
54	54	161/2	161/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	591												14
54	54	323/4	323/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	592												14
54	54	159/2	159/2	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	593												14
55	55	81	81	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	594	Lan-											
55	55	82	82	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	595	-de,											
55	55	81	81	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	596												
55	55	325/4	325/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	597												
55	55	163/2	163/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	598												
55	55	327/4	327/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	599												
55	55	82	82	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	600												
55	55	329/4	329/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	601												
55	55	81	81	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	602												14
55	55	325/4	325/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	603												14
55	55	163/2	163/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	604												14
55	55	327/4	327/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	605												14
55	55	82	82	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	606												14
55	55	329/4	329/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	607												14
55	55	81	81	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	608												14
56	56	167/2	167/2	0.0	1/4	1/4	Spanner	3/8	1	1	0																15
56	56	167/2	167/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	609	als											15
56	56	165/2	165/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	610												
56	56	331/4	331/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	611												
56	56	83	83	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	612												
56	56	333/4	333/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	613												
56	56	167/2	167/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	614												
56	56	335/4	335/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	615												
56	56	165/2	165/2	0.0	0	0	Dynamic	3/8	3	1	0						mf										
56	56	165/2	165/2	0.0	0	0	Spanner	3/8	3	1	0																
56	56	165/2	165/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	616												
56	56	165/2	165/2	1.5	0	0	Chord	3/8	3	2	3/8		1/4	3/2	617												
56	56	167/2	167/2	0.5	1/4	1/4	Chord	3/8	3	3	1/8		1/8	1	618												
57	57	84	84	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	619	flö-											15
57	57	85	85	0.0	1/4	1/4	Dynamic	3/8	1	1	0						f										
57	57	85	85	0.0	1/4	1/4	Spanner	3/8	1	1	0																
57	57	85	85	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	620	-ge											
57	57	84	84	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	621												
57	57	337/4	337/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	622												
57	57	169/2	169/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	623												
57	57	339/4	339/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	624												
57	57	85	85	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	625												
57	57	341/4	341/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	626												
57	57	84	84	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	627												
57	57	84	84	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	628												
57	57	85	85	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	629												
58	58	171/2	171/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	630												
58	58	86	86	0.0	1/8	1/8	Dynamic	3/8	1	1	0						mf										
58	58	86	86	0.0	1/8	1/8	Spanner	3/8	1	1	0																16
58	58	86	86	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	631	sie											16
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	632	nach											16
58	58	171/2	171/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	633												
58	58	343/4	343/4	0.0	1/16	1/16	Spanner	3/8	2	1	0																17
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	634												17
58	58	86	86	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	635												17
58	58	345/4	345/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	636												17
58	58	173/2	173/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	637												17
58	58	347/4	347/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	638												17
58	58	171/2	171/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	639												
58	58	86	86	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	640										31		
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	641										31		
59	59	87	87	0.0	0	0	Dynamic	3/8	1	1	0						f										
59	59	87	87	0.0	0	0	Spanner	3/8	1	1	0																
59	59	87	87	0.0	0	0	Spanner	3/8	1	1	0															4	
59	59	87	87	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	642	Haus.										4	
59	59	87	87	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	643												17
59	59	349/4	349/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	644												17
59	59	175/2	175/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	645												17
59	59	351/4	351/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	646												17
59	59	88	88	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	647												17
59	59	353/4	353/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	648												17
59	59	87	87	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	649										31		
60	60	177/2	177/2	0.0	0	0	Spanner	3/8	1	1	0																
60	60	177/2	177/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	650												
60	60	177/2	177/2	0.0	0	0	Spanner	3/8	2	1	0																
60	60	177/2	177/2	0.0	0	0	Spanner	3/8	2	1	0															5	
60	60	177/2	177/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	651											5	
60	60	355/4	355/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	652											5	
60	60	89	89	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	653											5	
60	60	357/4	357/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	654											5	
60	60	179/2	179/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	655											5	
60	60	359/4	359/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	656											5	
60	60	177/2	177/2	0.0	0	0	Dynamic	3/8	3	1	0						f								31		
60	60	177/2	177/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	657										31		
61	61	90	90	0.0	0	0	Spanner	3/8	2	1	0																
61	61	90	90	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	658												
61	61	361/4	361/4	0.0	1/16	1/16	Dynamic	3/8	2	1	0						p										
61	61	361/4	361/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	659										32		
61	61	181/2	181/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	660										32		
61	61	363/4	363/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	661										32		
61	61	91	91	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	662										32		
61	61	365/4	365/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	663										32		
61	61	90	90	0.0	0	0	Dynamic	3/8	3	1	0						mp										
61	61	90	90	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	664												
61	61	365/4	365/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	665										33		
62	62	183/2	183/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	666												
62	62	367/4	367/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	667										34		
62	62	92	92	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	668										34		
62	62	369/4	369/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	669										34		
62	62	183/2	183/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	670												
62	62	185/2	185/2	0.0	1/4	1/4	Chord	3/8	3	1	0	grace16	1/16	1	671												
62	62	185/2	185/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	672												
62	62	371/4	371/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	673												
63	63	93	93	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	674												
63	63	373/4	373/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	675										35		
63	63	187/2	187/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	676										35		
63	63	375/4	375/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	677										35		
63	63	94	94	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	678										35		
63	63	377/4	377/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	679										35		
63	63	93	93	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	680												
63	63	377/4	377/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	681										36		
64	64	189/2	189/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	682												
64	64	379/4	379/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	683										37		
64	64	95	95	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	684										37		
64	64	381/4	381/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	685										37		
64	64	189/2	189/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	686												
64	64	191/2	191/2	0.0	1/4	1/4	Chord	3/8	3	1	0	grace16	1/16	1	687												
64	64	191/2	191/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	688												
64	64	383/4	383/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	689												
65	65	387/4	387/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	690												
65	65	97	97	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	691												
65	65	389/4	389/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	692												
65	65	96	96	0.25	0	0	Chord	3/8	2	2	1/16		1/16	1	693												
65	65	385/4	385/4	0.25	1/16	1/16	Chord	3/8	2	2	1/16		1/16	1	694										38		
65	65	193/2	193/2	0.25	1/8	1/8	Chord	3/8	2	2	1/16		1/16	1	695										38		
65	65	387/4	387/4	0.25	3/16	3/16	Chord	3/8	2	2	1/16		1/16	1	696										38, 39		
65	65	97	97	0.25	1/4	1/4	Chord	3/8	2	2	1/16		1/16	1	697										38, 39		
65	65	389/4	389/4	0.25	5/16	5/16	Chord	3/8	2	2	1/16		1/16	1	698										39		
65	65	96	96	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	699												
65	65	387/4	387/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	700												
65	65	97	97	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	701												
65	65	389/4	389/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	702												
66	66	391/4	391/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	703										40		
66	66	98	98	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	704										40		
66	66	393/4	393/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	705										40		
66	66	197/2	197/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	706										40		
66	66	395/4	395/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	707												
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	708												
66	66	195/2	195/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	709												
66	66	393/4	393/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	710										41		
66	66	197/2	197/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	711										41		
66	66	395/4	395/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	712										41		
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	713												
67	67	99	99	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	714												
67	67	100	100	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	715										42		
67	67	99	99	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	716												
67	67	100	100	0.0	1/4	1/4	Dynamic	3/8	3	1	0						pp										
67	67	100	100	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	717										43		
68	68	201/2	201/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	718												
68	68	201/2	201/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	719												
