mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	diminuendo_line
31	31	247/4	247/4	0.0	7/16	7/16	Tempo	2/4	1	1	0									T	50.0			0.0				
31	31	247/4	247/4	0.0	7/16	7/16	Spanner	2/4	1	1	0																	2
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	503	und												2
31	31	60	60	0.0	0	0	Spanner	2/4	2	1	0																	
31	31	60	60	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	504													
31	31	241/4	241/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	505										38			
31	31	121/2	121/2	0.0	1/8	1/8	Chord	2/4	2	1	0	grace16	1/16	1	506										38			
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	507										38			
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	508										38			
31	31	61	61	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	509										38			
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	510										38			
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	511										38			
31	31	247/4	247/4	0.0	7/16	7/16	Spanner	2/4	2	1	0																	3
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	512													3
31	31	60	60	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	513													
31	31	241/4	241/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	514										39			
31	31	121/2	121/2	0.0	1/8	1/8	Chord	2/4	3	1	0	grace16	1/16	1	515										39			
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	516										39			
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	517										39			
31	31	61	61	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	518										39			
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	519										39			
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	520										39			
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	521													
32	32	62	62	0.0	0	0	Spanner	2/4	1	1	0																	
32	32	62	62	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	522	ist												
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	523	doch												
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	524	so												
32	32	63	63	0.0	1/4	1/4	Tempo	2/4	1	1	0									T	40.0			0.0				
32	32	63	63	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	525	lan-												
32	32	255/4	255/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	526	-ge												
32	32	62	62	0.0	0	0	Spanner	2/4	2	1	0																	
32	32	249/4	249/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																11	
32	32	249/4	249/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	527												11	
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	528			articStaccatoAbove							40		11	
32	32	253/4	253/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	529			articStaccatoAbove							40		11	
32	32	255/4	255/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	530			articStaccatoAbove									11	
32	32	62	62	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	531										41			
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	532										41			
32	32	63	63	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	533										41			
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	534										41			
33	33	64	64	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	535	todt,												
33	33	263/4	263/4	0.0	7/16	7/16	Tempo	2/4	1	1	0									T	50.0			0.0				
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	536	und												
33	33	64	64	0.0	0	0	Spanner	2/4	2	1	0																	
33	33	64	64	0.0	0	0	Spanner	2/4	2	1	0															10		
33	33	64	64	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	537											10		
33	33	257/4	257/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																	
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	538										42			
33	33	129/2	129/2	0.0	1/8	1/8	Chord	2/4	2	1	0	grace16	1/16	1	539										42			
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	540										42			
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	541										42			
33	33	65	65	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	542										42			
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	543													
33	33	257/4	257/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16		1/8	3/2	544													
33	33	65	65	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	545													
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	546													
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	547													
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	548													
33	33	64	64	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	549													
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	550										43			
33	33	129/2	129/2	0.0	1/8	1/8	Chord	2/4	3	1	0	grace16	1/16	1	551										43			
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	552										43			
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	553										43			
33	33	65	65	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	554										43			
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	555										43			
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	556										43			
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	557													
33	33	257/4	257/4	0.75	1/16	1/16	Chord	2/4	3	2	3/16		1/8	3/2	558													
33	33	65	65	0.5	1/4	1/4	Chord	2/4	3	2	1/8		1/8	1	559													
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	3	2	1/16		1/16	1	560													
34	34	66	66	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	561	ist												
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	562													
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	563	doch												
34	34	67	67	0.0	1/4	1/4	Tempo	2/4	1	1	0									T	40.0			0.0				
34	34	67	67	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	564	lan-												
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	565	-ge												
34	34	265/4	265/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																12	
34	34	265/4	265/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	566												12	
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	567												12	
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	568												12	
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	569												12	
34	34	66	66	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	570													
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	571													
34	34	67	67	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	572													
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	573													
35	35	68	68	0.0	0	0	Tempo	2/4	1	1	0									T	50.0			0.0				
35	35	68	68	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	574	todt,												
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	575	und												
35	35	68	68	0.0	0	0	Spanner	2/4	2	1	0																	
35	35	68	68	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	576													
35	35	273/4	273/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																13	
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	577										44		13	
35	35	137/2	137/2	0.0	1/8	1/8	Chord	2/4	2	1	0	grace16	1/16	1	578										44		13	
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	579										44		13	
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	580										44		13	
35	35	69	69	0.0	1/4	1/4	Spanner	2/4	2	1	0														44			
35	35	69	69	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	581										44			
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	582										44			
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	583										44			
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	584													
35	35	68	68	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	585			articAccentAbove										
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	586										45			
35	35	137/2	137/2	0.0	1/8	1/8	Chord	2/4	3	1	0	grace16	1/16	1	587										45			
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	588										45			
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	589										45			
35	35	69	69	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	590										45			
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	591										45			
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	592										45			
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	593													
36	36	70	70	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	594	ist												
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	595													
36	36	283/4	283/4	0.0	3/16	3/16	Tempo	2/4	1	1	0									T	50.0			0.0				
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	596	doch												
36	36	71	71	0.0	1/4	1/4	Tempo	2/4	1	1	0									T	45.0			0.0				
36	36	71	71	0.0	1/4	1/4	Spanner	2/4	1	1	0																	4
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	597	lan-												4
36	36	143/2	143/2	0.0	3/8	3/8	Tempo	2/4	1	1	0									T	40.0			0.0				
36	36	143/2	143/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																	
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	598	-ge												
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	599													
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	600													
36	36	71	71	0.0	1/4	1/4	Spanner	2/4	2	1	0																	5
36	36	285/4	285/4	0.0	5/16	5/16	Spanner	2/4	2	1	0																	
36	36	285/4	285/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	601													
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	602													
36	36	70	70	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	603													
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	604													
36	36	71	71	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	605													
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	606													
37	37	72	72	0.0	0	0	Tempo	2/4	1	1	0									T	30.0			0.0				
37	37	72	72	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	607	todt.												
37	37	72	72	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	608													
37	37	72	72	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	609													
37	37	72	72	1.0	0	0	Chord	2/4	3	2	1/4		1/4	1	610										46			
37	37	73	73	1.0	1/4	1/4	Chord	2/4	3	2	1/4		1/4	1	611										46			
38	38	74	74	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	612													
38	38	74	74	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	613													
38	38	297/4	297/4	0.0	1/16	1/16	Spanner	2/4	3	1	0																	6
38	38	149/2	149/2	0.0	1/8	1/8	Spanner	2/4	3	1	0																	
38	38	74	74	0.25	0	0	Chord	2/4	3	2	1/16		1/16	1	614													
38	38	297/4	297/4	0.0	1/16	1/16	Spanner	2/4	3	2	0																14	
38	38	297/4	297/4	0.25	1/16	1/16	Chord	2/4	3	2	1/16		1/16	1	615												14	
38	38	149/2	149/2	0.0	1/8	1/8	Chord	2/4	3	2	0	grace16	1/16	1	616												14	
38	38	149/2	149/2	0.25	1/8	1/8	Chord	2/4	3	2	1/16		1/16	1	617												14	
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	3	2	1/16		1/16	1	618												14	
38	38	75	75	0.0	1/4	1/4	Spanner	2/4	3	2	0																	
38	38	75	75	0.0	1/4	1/4	Spanner	2/4	3	2	0															11		
38	38	75	75	0.25	1/4	1/4	Chord	2/4	3	2	1/16		1/16	1	619										47	11		
38	38	301/4	301/4	0.25	5/16	5/16	Chord	2/4	3	2	1/16		1/16	1	620										47	11		
38	38	151/2	151/2	0.25	3/8	3/8	Chord	2/4	3	2	1/16		1/16	1	621										47	11		
38	38	303/4	303/4	0.25	7/16	7/16	Chord	2/4	3	2	1/16		1/16	1	622										47	11		
38	38	74	74	1.0	0	0	Chord	2/4	3	3	1/4		1/4	1	623											11		
38	38	75	75	1.0	1/4	1/4	Chord	2/4	3	3	1/4		1/4	1	624											11		
39	39	76	76	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	625													
39	39	76	76	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	626													
39	39	76	76	0.0	0	0	Spanner	2/4	3	2	0																	
39	39	76	76	2.0	0	0	Chord	2/4	3	2	1/2		1/2	1	627													
